FG.name,Ligand,Cluster,AA.property,Atom.property,Size,Size.scaled,Reuse.Atom,Reuse.Residue,Reuse.All,Reuse.pvalue
Ribose,APR,cluster3,"[0.0, 0.0, 0.05154639175257732, 0.027491408934707903, 0.05154639175257732, 0.048109965635738834, 0.013745704467353952, 0.03436426116838488, 0.05154639175257732, 0.1134020618556701, 0.003436426116838488, 0.0, 0.07903780068728522, 0.044673539518900345, 0.041237113402061855, 0.16494845360824742, 0.13745704467353953, 0.07216494845360824, 0.048109965635738834, 0.01718213058419244]","[0.20618556701030927, 0.13058419243986255, 0.14432989690721648, 0.2646048109965636, 0.08934707903780069, 0.16494845360824742, 0.0]",7.461538462,0.146994488,0.654521988,0.489043162,0.712826645,0.001663216
Ribose,AR6,cluster1,"[0.0, 0.0, 0.018018018018018018, 0.018018018018018018, 0.11711711711711711, 0.06306306306306306, 0.06306306306306306, 0.036036036036036036, 0.04504504504504504, 0.10810810810810811, 0.02702702702702703, 0.0, 0.06306306306306306, 0.05405405405405406, 0.12612612612612611, 0.15315315315315314, 0.04504504504504504, 0.018018018018018018, 0.04504504504504504, 0.0]","[0.1981981981981982, 0.12612612612612611, 0.14414414414414414, 0.24324324324324326, 0.11711711711711711, 0.17117117117117117, 0.0]",7.928571429,0.15974401,0.706957914,0.345985659,0.68629917,0.001500177
Ribose,ATP,cluster2,"[0.0, 0.005278116118554608, 0.011774259033698742, 0.035728786033292735, 0.0438489646772229, 0.03938286642306131, 0.0686155095412099, 0.058465286236297195, 0.011774259033698742, 0.04790905399918798, 0.0036540803897685747, 0.020300446609825416, 0.07511165245635404, 0.034916768168899714, 0.03613479496548924, 0.10840438489646773, 0.07105156313438896, 0.11652456354039789, 0.14697523345513602, 0.06414941128704832]","[0.18189403420942846, 0.09052982895285774, 0.14935335836462243, 0.27743012098456404, 0.15811430955360867, 0.14267834793491865, 0.0]",5.781690141,0.101136348,0.696759486,0.574110564,0.750534263,0.001690865
Ribose,C5P,cluster3,"[0.0, 0.0, 0.025889967637540454, 0.038834951456310676, 0.07766990291262135, 0.045307443365695796, 0.06472491909385113, 0.05825242718446602, 0.009708737864077669, 0.042071197411003236, 0.0, 0.006472491909385114, 0.03559870550161812, 0.038834951456310676, 0.061488673139158574, 0.12297734627831715, 0.11650485436893204, 0.042071197411003236, 0.08414239482200647, 0.12944983818770225]","[0.19155844155844157, 0.1266233766233766, 0.14935064935064934, 0.237012987012987, 0.18181818181818182, 0.11363636363636363, 0.0]",6.574468085,0.122778375,0.721230883,0.559172461,0.757983785,0.001574769
Ribose,CDP,cluster3,"[0.0, 0.0, 0.025735294117647058, 0.007352941176470588, 0.08823529411764706, 0.022058823529411766, 0.04411764705882353, 0.10661764705882353, 0.01838235294117647, 0.09926470588235294, 0.025735294117647058, 0.003676470588235294, 0.04044117647058824, 0.029411764705882353, 0.058823529411764705, 0.08823529411764706, 0.10294117647058823, 0.04779411764705882, 0.17279411764705882, 0.01838235294117647]","[0.16605166051660517, 0.11070110701107011, 0.16974169741697417, 0.22509225092250923, 0.15498154981549817, 0.17343173431734318, 0.0]",9.379310345,0.199347697,0.725792016,0.533979002,0.748313492,0.005224302
Ribose,CTN,cluster2,"[0.0, 0.0, 0.004784688995215311, 0.0430622009569378, 0.004784688995215311, 0.03349282296650718, 0.07655502392344497, 0.09090909090909091, 0.04784688995215311, 0.07177033492822966, 0.004784688995215311, 0.023923444976076555, 0.06220095693779904, 0.04784688995215311, 0.004784688995215311, 0.09569377990430622, 0.1339712918660287, 0.009569377990430622, 0.1339712918660287, 0.11004784688995216]","[0.2222222222222222, 0.12077294685990338, 0.1642512077294686, 0.15458937198067632, 0.22705314009661837, 0.1111111111111111, 0.0]",11.61111111,0.260273573,0.579285093,0.535066355,0.707025606,0.007899982
Ribose,CTP,cluster3,"[0.0, 0.0, 0.01195219123505976, 0.0199203187250996, 0.025896414342629483, 0.037848605577689244, 0.06772908366533864, 0.06772908366533864, 0.017928286852589643, 0.08764940239043825, 0.00199203187250996, 0.0099601593625498, 0.0199203187250996, 0.0199203187250996, 0.049800796812749, 0.1752988047808765, 0.025896414342629483, 0.13545816733067728, 0.17729083665338646, 0.04780876494023904]","[0.1497005988023952, 0.11976047904191617, 0.17964071856287425, 0.21357285429141717, 0.15568862275449102, 0.18163672654690619, 0.0]",11.40909091,0.254758628,0.643538823,0.522732082,0.715283413,0.01388183
Ribose,GDP,cluster2,"[0.0, 0.0, 0.02763018065887354, 0.022316684378320937, 0.028692879914984058, 0.022316684378320937, 0.039319872476089264, 0.052072263549415514, 0.01381509032943677, 0.04994686503719448, 0.024442082890541977, 0.010626992561105207, 0.1636556854410202, 0.061636556854410204, 0.052072263549415514, 0.036131774707757705, 0.10626992561105207, 0.16259298618490967, 0.11583421891604676, 0.010626992561105207]","[0.21776814734561215, 0.06825568797399784, 0.23076923076923078, 0.2502708559046587, 0.10292524377031419, 0.13001083423618634, 0.0]",4.567961165,0.06800279,0.552459023,0.324864492,0.600798041,0.017488641
Ribose,GDU,cluster2,"[0.0, 0.0, 0.0, 0.018404907975460124, 0.10429447852760736, 0.11042944785276074, 0.05521472392638037, 0.18404907975460122, 0.1411042944785276, 0.03680981595092025, 0.0, 0.03680981595092025, 0.04294478527607362, 0.0, 0.06134969325153374, 0.06134969325153374, 0.06134969325153374, 0.018404907975460124, 0.049079754601226995, 0.018404907975460124]","[0.10559006211180125, 0.049689440993788817, 0.13664596273291926, 0.30434782608695654, 0.2981366459627329, 0.10559006211180125, 0.0]",12.53846154,0.28558929,0.569833453,0.241829563,0.606625916,0.040532165
Ribose,GMP,cluster1,"[0.0, 0.0, 0.0, 0.03902439024390244, 0.02926829268292683, 0.03414634146341464, 0.12682926829268293, 0.07804878048780488, 0.0, 0.00975609756097561, 0.004878048780487805, 0.08292682926829269, 0.02926829268292683, 0.04390243902439024, 0.00975609756097561, 0.12195121951219512, 0.06341463414634146, 0.08780487804878048, 0.04878048780487805, 0.1902439024390244]","[0.1717171717171717, 0.10606060606060606, 0.1111111111111111, 0.16666666666666666, 0.29292929292929293, 0.15151515151515152, 0.0]",18.63636364,0.452055775,0.409455466,0.358423195,0.580406373,0.05151557
Ribose,GNP,cluster3,"[0.0, 0.0, 0.0, 0.11851851851851852, 0.02962962962962963, 0.014814814814814815, 0.044444444444444446, 0.044444444444444446, 0.007407407407407408, 0.05185185185185185, 0.037037037037037035, 0.0, 0.45185185185185184, 0.16296296296296298, 0.037037037037037035, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4, 0.022222222222222223, 0.044444444444444446, 0.3851851851851852, 0.08888888888888889, 0.05925925925925926, 0.0]",2.076923077,0,0.451377701,-0.027676616,0.317416083,0.196053854
Ribose,GSP,cluster3,"[0.0, 0.0, 0.06097560975609756, 0.0, 0.012195121951219513, 0.024390243902439025, 0.0, 0.0, 0.0, 0.04878048780487805, 0.036585365853658534, 0.012195121951219513, 0.1951219512195122, 0.024390243902439025, 0.23170731707317074, 0.036585365853658534, 0.23170731707317074, 0.04878048780487805, 0.036585365853658534, 0.0]","[0.1951219512195122, 0.15853658536585366, 0.18292682926829268, 0.23170731707317074, 0.0, 0.23170731707317074, 0.0]",4.1,0.055227929,0.380072678,0.164164705,0.423714118,0.116431756
Ribose,GTP,cluster2,"[0.0, 0.0, 0.05518763796909492, 0.052980132450331126, 0.039735099337748346, 0.024282560706401765, 0.059602649006622516, 0.05077262693156733, 0.008830022075055188, 0.03090507726269316, 0.01545253863134658, 0.008830022075055188, 0.09713024282560706, 0.059602649006622516, 0.039735099337748346, 0.0640176600441501, 0.10596026490066225, 0.1545253863134658, 0.10154525386313466, 0.03090507726269316]","[0.18763796909492272, 0.0772626931567329, 0.19646799116997793, 0.293598233995585, 0.12362030905077263, 0.12141280353200883, 0.0]",4.355769231,0.062210167,0.59562486,0.415722439,0.656460855,0.00871092
Ribose,IMP,cluster3,"[0.0, 0.0, 0.009523809523809525, 0.01904761904761905, 0.08571428571428572, 0.009523809523809525, 0.009523809523809525, 0.17142857142857143, 0.0, 0.20952380952380953, 0.0, 0.01904761904761905, 0.0380952380952381, 0.0380952380952381, 0.02857142857142857, 0.18095238095238095, 0.0, 0.0761904761904762, 0.10476190476190476, 0.0]","[0.18269230769230768, 0.14423076923076922, 0.17307692307692307, 0.17307692307692307, 0.16346153846153846, 0.16346153846153846, 0.0]",4.038461538,0.053547992,0.577247242,0.406175135,0.597273177,0.0105258
Ribose,M7G,cluster2,"[0.0, 0.0, 0.0, 0.05333333333333334, 0.04, 0.013333333333333334, 0.08, 0.22666666666666666, 0.02666666666666667, 0.0, 0.0, 0.04, 0.013333333333333334, 0.0, 0.0, 0.08, 0.10666666666666667, 0.05333333333333334, 0.2, 0.06666666666666667]","[0.13513513513513514, 0.06756756756756757, 0.13513513513513514, 0.20270270270270271, 0.33783783783783783, 0.12162162162162163, 0.0]",10.71428571,0.235791158,0.549929989,0.459988776,0.643450855,0.043848197
Ribose,MGT,cluster2,"[0.0, 0.0, 0.05405405405405406, 0.0, 0.13513513513513514, 0.0, 0.24324324324324326, 0.02702702702702703, 0.0, 0.08108108108108109, 0.0, 0.0, 0.02702702702702703, 0.0, 0.10810810810810811, 0.08108108108108109, 0.0, 0.08108108108108109, 0.16216216216216217, 0.0]","[0.08108108108108109, 0.08108108108108109, 0.16216216216216217, 0.2972972972972973, 0.24324324324324326, 0.13513513513513514, 0.0]",7.4,0.145314551,0.616348338,0.288091954,0.585627188,0.032144069
Ribose,MTA,cluster3,"[0.0, 0.0, 0.025210084033613446, 0.025210084033613446, 0.06302521008403361, 0.037815126050420166, 0.03361344537815126, 0.02100840336134454, 0.0, 0.025210084033613446, 0.004201680672268907, 0.08403361344537816, 0.0546218487394958, 0.008403361344537815, 0.07563025210084033, 0.15546218487394958, 0.29831932773109243, 0.0, 0.07142857142857142, 0.01680672268907563]","[0.21645021645021645, 0.14285714285714285, 0.15151515151515152, 0.20346320346320346, 0.05627705627705628, 0.22943722943722944, 0.0]",7,0.13439496,0.525280099,0.40627724,0.594359748,0.014077075
Ribose,NAI,cluster2,"[0.0, 0.0, 0.06722689075630252, 0.02100840336134454, 0.04411764705882353, 0.03571428571428571, 0.04201680672268908, 0.014705882352941176, 0.012605042016806723, 0.03991596638655462, 0.0, 0.01050420168067227, 0.037815126050420166, 0.03361344537815126, 0.023109243697478993, 0.296218487394958, 0.12815126050420167, 0.09873949579831932, 0.07563025210084033, 0.018907563025210083]","[0.21052631578947367, 0.1431578947368421, 0.11789473684210526, 0.24842105263157896, 0.07368421052631578, 0.2063157894736842, 0.0]",6.102564103,0.109895879,0.583301023,0.500082826,0.65378976,0.010422086
Ribose,NMN,cluster2,"[0.0, 0.0, 0.0, 0.0, 0.04672897196261682, 0.028037383177570093, 0.056074766355140186, 0.16822429906542055, 0.2336448598130841, 0.0, 0.0, 0.0, 0.028037383177570093, 0.028037383177570093, 0.0, 0.14018691588785046, 0.09345794392523364, 0.04672897196261682, 0.12149532710280374, 0.009345794392523364]","[0.17757009345794392, 0.08411214953271028, 0.1308411214953271, 0.17757009345794392, 0.32710280373831774, 0.102803738317757, 0.0]",9.727272727,0.208846714,0.558375247,0.348517683,0.604651471,0.033440296
Ribose,PRP,cluster3,"[0.0, 0.0, 0.011235955056179775, 0.0449438202247191, 0.011235955056179775, 0.011235955056179775, 0.0, 0.011235955056179775, 0.0, 0.0, 0.0, 0.033707865168539325, 0.011235955056179775, 0.0, 0.0, 0.6292134831460674, 0.19101123595505617, 0.0, 0.0449438202247191, 0.0]","[0.3068181818181818, 0.26136363636363635, 0.056818181818181816, 0.09090909090909091, 0.0, 0.2840909090909091, 0.0]",5.235294118,0.086220296,0.172814739,0.418126058,0.400124882,0.138379807
Ribose,SAH,cluster2,"[0.0, 0.0007228044813877846, 0.030719190458980847, 0.019515720997470183, 0.04553668232743043, 0.037224430791470905, 0.10516805204192266, 0.14600650524033248, 0.06649801228767618, 0.039031441994940366, 0.005421033610408385, 0.03975424647632815, 0.01915431875677629, 0.027466570292735814, 0.033610408384531984, 0.1691362486447416, 0.11564871702204553, 0.011564871702204554, 0.033610408384531984, 0.054210336104083844]","[0.1634011090573013, 0.11127541589648798, 0.09242144177449169, 0.1689463955637708, 0.30240295748613677, 0.16155268022181146, 0.0]",10.24814815,0.223066079,0.571247594,0.50936888,0.691593115,0.019475987
Ribose,SAM,cluster2,"[0.0, 0.0, 0.04252400548696845, 0.02423411065386374, 0.0438957475994513, 0.03292181069958848, 0.06492912665752172, 0.14540466392318244, 0.037951531778692274, 0.053955189757658895, 0.012802926383173296, 0.021490626428898034, 0.03017832647462277, 0.02377686328303612, 0.039780521262002745, 0.16643804298125287, 0.1133973479652492, 0.024691358024691357, 0.058070416095107456, 0.06355738454503887]","[0.16582220175034545, 0.12252418240442192, 0.11285122063565177, 0.18977429755872868, 0.24366651312759097, 0.16536158452326116, 0.0]",10.56521739,0.231721745,0.655677981,0.576978476,0.746139951,0.009867472
Ribose,SFG,cluster2,"[0.0, 0.0, 0.017766497461928935, 0.012690355329949238, 0.027918781725888325, 0.012690355329949238, 0.08883248730964467, 0.1802030456852792, 0.050761421319796954, 0.06091370558375635, 0.005076142131979695, 0.007614213197969543, 0.017766497461928935, 0.02284263959390863, 0.04568527918781726, 0.14720812182741116, 0.16243654822335024, 0.012690355329949238, 0.06091370558375635, 0.06598984771573604]","[0.178117048346056, 0.1297709923664122, 0.12468193384223919, 0.10941475826972011, 0.29770992366412213, 0.16030534351145037, 0.0]",8.755555556,0.18231983,0.502110537,0.542399615,0.668682185,0.021240953
Ribose,U5P,cluster2,"[0.0, 0.0, 0.01171875, 0.0546875, 0.0234375, 0.04296875, 0.05078125, 0.02734375, 0.03125, 0.05078125, 0.00390625, 0.0390625, 0.01171875, 0.015625, 0.01953125, 0.20703125, 0.0703125, 0.1171875, 0.109375, 0.11328125]","[0.13095238095238096, 0.1349206349206349, 0.15476190476190477, 0.2222222222222222, 0.15079365079365079, 0.20634920634920634, 0.0]",6.4,0.118015574,0.663908063,0.505213058,0.704287939,0.011312735
Ribose,UDP,cluster3,"[0.0, 0.0, 0.023355869698832205, 0.034419176398279044, 0.04978488014751076, 0.040565457897971724, 0.04363859864781807, 0.1309157959434542, 0.02950215119852489, 0.04548248309772587, 0.007375537799631223, 0.011677934849416103, 0.04794099569760295, 0.024585125998770743, 0.03011677934849416, 0.11247695144437615, 0.11309157959434542, 0.03872157344806392, 0.1604179471419791, 0.055931161647203444]","[0.17262638717632553, 0.10727496917385944, 0.13686806411837238, 0.25154130702836003, 0.18927250308261406, 0.14241676942046855, 0.0]",15.4952381,0.366306264,0.553338688,0.60198324,0.709909133,0.010468362
Ribose,URI,cluster2,"[0.0, 0.0, 0.004830917874396135, 0.024154589371980676, 0.024154589371980676, 0.028985507246376812, 0.13526570048309178, 0.2318840579710145, 0.004830917874396135, 0.1111111111111111, 0.0, 0.014492753623188406, 0.033816425120772944, 0.014492753623188406, 0.014492753623188406, 0.043478260869565216, 0.13526570048309178, 0.028985507246376812, 0.06763285024154589, 0.0821256038647343]","[0.15048543689320387, 0.0970873786407767, 0.12135922330097088, 0.13592233009708737, 0.3786407766990291, 0.11650485436893204, 0.0]",15.92307692,0.377985826,0.394097337,0.411519868,0.575299782,0.067627766
Ribose,UTP,cluster2,"[0.0, 0.0, 0.024630541871921183, 0.04433497536945813, 0.08866995073891626, 0.024630541871921183, 0.1477832512315271, 0.10837438423645321, 0.019704433497536946, 0.06896551724137931, 0.009852216748768473, 0.009852216748768473, 0.034482758620689655, 0.034482758620689655, 0.03940886699507389, 0.09359605911330049, 0.07881773399014778, 0.0, 0.07389162561576355, 0.09852216748768473]","[0.13861386138613863, 0.12376237623762376, 0.09405940594059406, 0.22277227722772278, 0.32673267326732675, 0.09405940594059406, 0.0]",5.486486486,0.093077591,0.533583852,0.474639983,0.646116499,0.021363112
Ribose(01),APR,cluster1,"[0.0, 0.0, 0.018292682926829267, 0.027439024390243903, 0.009146341463414634, 0.021341463414634148, 0.11280487804878049, 0.051829268292682924, 0.018292682926829267, 0.1402439024390244, 0.006097560975609756, 0.012195121951219513, 0.07317073170731707, 0.009146341463414634, 0.027439024390243903, 0.10060975609756098, 0.10060975609756098, 0.03048780487804878, 0.054878048780487805, 0.18597560975609756]","[0.1411042944785276, 0.15337423312883436, 0.16257668711656442, 0.1411042944785276, 0.254601226993865, 0.147239263803681, 0.0]",8.41025641,0.172893516,0.708052908,0.49013534,0.711479025,3.20E-05
Ribose(01),AR6,cluster3,"[0.0, 0.0, 0.007518796992481203, 0.03759398496240601, 0.015037593984962405, 0.02631578947368421, 0.06766917293233082, 0.13909774436090225, 0.02631578947368421, 0.13909774436090225, 0.007518796992481203, 0.03383458646616541, 0.022556390977443608, 0.015037593984962405, 0.03007518796992481, 0.23308270676691728, 0.05639097744360902, 0.007518796992481203, 0.09022556390977443, 0.045112781954887216]","[0.16412213740458015, 0.15267175572519084, 0.14122137404580154, 0.1297709923664122, 0.22900763358778625, 0.183206106870229, 0.0]",17.73333333,0.427403972,0.407331815,0.375611118,0.582364279,0.011629015
Ribose(01),NAI,cluster4,"[0.0, 0.0, 0.04081632653061224, 0.003401360544217687, 0.013605442176870748, 0.006802721088435374, 0.02040816326530612, 0.11224489795918367, 0.0, 0.09183673469387756, 0.003401360544217687, 0.013605442176870748, 0.047619047619047616, 0.030612244897959183, 0.02040816326530612, 0.06462585034013606, 0.06462585034013606, 0.2687074829931973, 0.047619047619047616, 0.14965986394557823]","[0.11904761904761904, 0.10204081632653061, 0.20068027210884354, 0.1870748299319728, 0.21768707482993196, 0.17346938775510204, 0.0]",4.983050847,0.079334313,0.473301194,0.316454693,0.556639523,0.011653363
Ribose-2-phosphate,NAP,cluster2,"[0.0016174686615446825, 0.00646987464617873, 0.006874241811564901, 0.0040436716538617065, 0.009704811969268095, 0.010109179134654266, 0.003234937323089365, 0.03801051354630004, 0.001213101496158512, 0.07319045693489688, 0.0020218358269308533, 0.004448038819247877, 0.09057824504650222, 0.0909826122118884, 0.01981399110392236, 0.0343712090578245, 0.023857662757784066, 0.18520016174686615, 0.3372422159320663, 0.057015770319450064]","[0.2304147465437788, 0.05278592375366569, 0.22706325932132385, 0.2668621700879765, 0.06702974444909929, 0.15584415584415584, 0.0]",8.895683453,0.186145178,0.993524662,0.994474802,0.994975481,1.61E-27
Ribose-2-phosphate,NDP,cluster2,"[0.0, 0.0, 0.008241758241758242, 0.007554945054945055, 0.01510989010989011, 0.01510989010989011, 0.009615384615384616, 0.054945054945054944, 0.005494505494505495, 0.05425824175824176, 0.0020604395604395605, 0.006868131868131868, 0.09065934065934066, 0.09752747252747253, 0.03365384615384615, 0.03365384615384615, 0.03296703296703297, 0.17857142857142858, 0.3090659340659341, 0.044642857142857144]","[0.23569951757408683, 0.05306685044796692, 0.21157822191592005, 0.2742935906271537, 0.0771881461061337, 0.1481736733287388, 0.0]",8.134078212,0.165354134,0.993524662,0.994474802,0.994975481,1.61E-27
"Ribose-3,5-cyclic phosphate",CMP,cluster2,"[0.0, 0.0, 0.003976143141153081, 0.09741550695825049, 0.0775347912524851, 0.03777335984095427, 0.08946322067594434, 0.02982107355864811, 0.011928429423459244, 0.03180914512922465, 0.003976143141153081, 0.02584493041749503, 0.0536779324055666, 0.02584493041749503, 0.02186878727634195, 0.04970178926441352, 0.1272365805168986, 0.02584493041749503, 0.21073558648111332, 0.07554671968190854]","[0.14457831325301204, 0.08634538152610442, 0.14859437751004015, 0.3313253012048193, 0.1606425702811245, 0.1285140562248996, 0.0]",16.22580645,0.386250032,0.975193009,0.948123845,0.973669296,3.20E-18
"Ribose-3,5-cyclic phosphate",PCG,cluster2,"[0.020618556701030927, 0.010309278350515464, 0.0, 0.14432989690721648, 0.0859106529209622, 0.041237113402061855, 0.054982817869415807, 0.041237113402061855, 0.0, 0.010309278350515464, 0.006872852233676976, 0.006872852233676976, 0.07903780068728522, 0.013745704467353952, 0.0, 0.030927835051546393, 0.14432989690721648, 0.010309278350515464, 0.21993127147766323, 0.07903780068728522]","[0.14107883817427386, 0.08713692946058091, 0.14522821576763487, 0.3651452282157676, 0.13692946058091288, 0.12448132780082988, 0.0]",22.38461538,0.554379211,0.975193009,0.948123845,0.973669296,3.20E-18
Ribose-3-5-bis(disphosphate),G4P,cluster2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.014492753623188406, 0.0, 0.08695652173913043, 0.0, 0.014492753623188406, 0.0, 0.014492753623188406, 0.06521739130434782, 0.043478260869565216, 0.0, 0.13768115942028986, 0.050724637681159424, 0.26811594202898553, 0.2246376811594203, 0.07971014492753623]","[0.2318840579710145, 0.07971014492753623, 0.16666666666666666, 0.2391304347826087, 0.10869565217391304, 0.17391304347826086, 0.0]",13.8,0.320027999,NA,NA,NA,NA
Ribose-3-phosphate,A3P,cluster3,"[0.0, 0.0, 0.0, 0.00964630225080386, 0.006430868167202572, 0.003215434083601286, 0.00964630225080386, 0.028938906752411574, 0.02572347266881029, 0.01929260450160772, 0.0, 0.006430868167202572, 0.03536977491961415, 0.04501607717041801, 0.04501607717041801, 0.05787781350482315, 0.03536977491961415, 0.17041800643086816, 0.4758842443729904, 0.02572347266881029]","[0.2032258064516129, 0.05161290322580645, 0.2709677419354839, 0.24838709677419354, 0.06451612903225806, 0.16129032258064516, 0.0]",14.13636364,0.329210382,0.759488557,0.921008088,0.888843811,9.92E-09
Ribose-3-phosphate,ACO,cluster2,"[0.0, 0.0, 0.0029239766081871343, 0.0029239766081871343, 0.04093567251461988, 0.005847953216374269, 0.023391812865497075, 0.017543859649122806, 0.0, 0.008771929824561403, 0.0, 0.0029239766081871343, 0.05555555555555555, 0.05847953216374269, 0.04678362573099415, 0.04093567251461988, 0.017543859649122806, 0.30116959064327486, 0.3128654970760234, 0.06140350877192982]","[0.18128654970760233, 0.043859649122807015, 0.24853801169590642, 0.3216374269005848, 0.07017543859649122, 0.13450292397660818, 0.0]",5.104477612,0.082649139,0.751187145,0.913531589,0.879070688,9.93E-09
Ribose-3-phosphate,COA,cluster2,"[0.0, 0.0, 0.030287474332648872, 0.025154004106776182, 0.03234086242299795, 0.017967145790554414, 0.0513347022587269, 0.039527720739219716, 0.017967145790554414, 0.034394250513347026, 0.0, 0.005646817248459959, 0.04209445585215606, 0.033880903490759756, 0.026180698151950718, 0.01642710472279261, 0.02053388090349076, 0.1971252566735113, 0.34291581108829566, 0.0662217659137577]","[0.14248971193415638, 0.04372427983539095, 0.21656378600823045, 0.32613168724279834, 0.1352880658436214, 0.13580246913580246, 0.0]",10.58695652,0.232315201,0.843865127,0.951805162,0.926144656,4.00E-12
Ribose-5-diphosphate,NAP,cluster4,"[0.003703703703703704, 0.0016460905349794238, 0.04814814814814815, 0.10740740740740741, 0.0662551440329218, 0.044444444444444446, 0.05555555555555555, 0.06296296296296296, 0.05432098765432099, 0.11399176954732511, 0.006172839506172839, 0.04526748971193416, 0.07448559670781893, 0.037037037037037035, 0.03209876543209877, 0.02263374485596708, 0.018930041152263374, 0.06172839506172839, 0.11728395061728394, 0.025925925925925925]","[0.12067474048442907, 0.06704152249134948, 0.12413494809688581, 0.3758650519031142, 0.16825259515570934, 0.1440311418685121, 0.0]",8.836363636,0.184525808,0.911199965,0.618450727,0.849865318,1.05E-08
Ribose-5-diphosphate,NDP,cluster4,"[0.0, 0.0, 0.05456095481670929, 0.023017902813299233, 0.03154305200341006, 0.03239556692242114, 0.02216538789428815, 0.10230179028132992, 0.03324808184143223, 0.13469735720375106, 0.004262574595055414, 0.020460358056265986, 0.045183290707587385, 0.04774083546462063, 0.028985507246376812, 0.03665814151747655, 0.021312872975277068, 0.18073316283034954, 0.13469735720375106, 0.04603580562659847]","[0.12167952013710369, 0.0908311910882605, 0.18251928020565553, 0.2827763496143959, 0.15424164524421594, 0.16795201371036847, 0.0]",6.627118644,0.124215681,0.911199965,0.618450727,0.849865318,1.05E-08
Ribose-5-phosphate,APC,cluster3,"[0.0, 0.0, 0.0, 0.004889975550122249, 0.004889975550122249, 0.004889975550122249, 0.05623471882640587, 0.05378973105134474, 0.012224938875305624, 0.05867970660146699, 0.004889975550122249, 0.004889975550122249, 0.034229828850855744, 0.039119804400977995, 0.02444987775061125, 0.17603911980440098, 0.10513447432762836, 0.09046454767726161, 0.23471882640586797, 0.09046454767726161]","[0.21026894865525672, 0.1393643031784841, 0.18581907090464547, 0.1466992665036675, 0.15892420537897312, 0.15892420537897312, 0.0]",8.70212766,0.180861303,NA,NA,NA,NA
Ribulose,5RP,cluster2,"[0.0, 0.0, 0.0, 0.035398230088495575, 0.05309734513274336, 0.022123893805309734, 0.04424778761061947, 0.10619469026548672, 0.0, 0.02654867256637168, 0.01327433628318584, 0.02654867256637168, 0.048672566371681415, 0.017699115044247787, 0.022123893805309734, 0.20353982300884957, 0.17256637168141592, 0.10619469026548672, 0.01327433628318584, 0.08849557522123894]","[0.20089285714285715, 0.15625, 0.09821428571428571, 0.18303571428571427, 0.17410714285714285, 0.1875, 0.0]",17.38461538,0.417884329,NA,NA,NA,NA
Serine,SEP,cluster2,"[0.0, 0.0, 0.0, 0.03636363636363636, 0.006060606060606061, 0.006060606060606061, 0.05454545454545454, 0.13333333333333333, 0.10303030303030303, 0.04242424242424243, 0.0, 0.0, 0.09090909090909091, 0.006060606060606061, 0.01818181818181818, 0.10303030303030303, 0.08484848484848485, 0.07878787878787878, 0.14545454545454545, 0.09090909090909091]","[0.1696969696969697, 0.09090909090909091, 0.15151515151515152, 0.18787878787878787, 0.2787878787878788, 0.12121212121212122, 0.0]",12.69230769,0.289789133,NA,NA,NA,NA
Succinic acid,Y01,cluster1,"[0.0, 0.0, 0.006289308176100629, 0.06918238993710692, 0.11320754716981132, 0.06289308176100629, 0.1320754716981132, 0.1761006289308176, 0.14465408805031446, 0.0440251572327044, 0.006289308176100629, 0.06289308176100629, 0.018867924528301886, 0.018867924528301886, 0.012578616352201259, 0.0, 0.0, 0.025157232704402517, 0.1069182389937107, 0.0]","[0.09090909090909091, 0.02097902097902098, 0.07692307692307693, 0.3146853146853147, 0.3986013986013986, 0.0979020979020979, 0.0]",14.45454545,0.33789642,NA,NA,NA,NA
Sulfate,NXL,cluster1,"[0.0, 0.0, 0.0, 0.01834862385321101, 0.009174311926605505, 0.01834862385321101, 0.027522935779816515, 0.05504587155963303, 0.05504587155963303, 0.027522935779816515, 0.0, 0.0, 0.25688073394495414, 0.13761467889908258, 0.0, 0.0, 0.0, 0.14678899082568808, 0.21100917431192662, 0.03669724770642202]","[0.3394495412844037, 0.01834862385321101, 0.1926605504587156, 0.23853211009174313, 0.12844036697247707, 0.08256880733944955, 0.0]",10.9,0.240860968,NA,NA,NA,NA
Sulfo,1PS,cluster1,"[0.0, 0.0, 0.05128205128205128, 0.05128205128205128, 0.10256410256410256, 0.02564102564102564, 0.07692307692307693, 0.038461538461538464, 0.0641025641025641, 0.08974358974358974, 0.0, 0.0, 0.0641025641025641, 0.038461538461538464, 0.0, 0.02564102564102564, 0.08974358974358974, 0.24358974358974358, 0.0, 0.038461538461538464]","[0.10256410256410256, 0.05128205128205128, 0.15384615384615385, 0.358974358974359, 0.16666666666666666, 0.16666666666666666, 0.0]",7.090909091,0.136876685,0.797485042,-0.118451252,0.414085387,0.031668594
